"question","answer","category","priority_class"
"Почему в робо-советник ошибка?","1. Откройте карточку клиента в CRM. 2. Нажмите «Создать коммерческое предложение». 3. Выберите продукт «ИИС тип А». 4. Нажмите «Отправить в Финмаркет».","Документы","well_known_question"
"Почему не загружается робо-советник?","1. Откройте портфель. 2. Нажмите «+ Клиент». 3. Введите ID клиента из CRM. Доступно только с ролью «Portfolio_Manager».","Аналитика","well_known_question"
"Что делать, если не работает налоговый вычет?","1. Нажмите «Новый клиент – Юрлицо». 2. Выберите «Открытие счёта». 3. Загрузите учредительные документы. 4. Система автоматически сформирует пакет на подпись через DocFlow.","Документы","well_known_question"
"Можно ли использовать SberOTP без KYC?","Расписание — в **SberUniversity → События → Инвестиции**. Все вебинары записываются и доступны в течение 30 дней.","HR","well_known_question"
"Почему не загружается маржинальная торговля?","В **BI-панели «Invest_Dashboard»** (Power BI). Доступ автоматически выдаётся всем сотрудникам с ролью «Invest_Advisor».","HR","well_known_question"
"Как обновить Торговец?","В CRM → «Профиль клиента» → вкладка «Разрешения». Ищите статус «Derivatives_Approved».","Compliance","well_known_question"
"Как обновить облигации?","В CRM → «Клиент-юрлицо» → вкладка «Интеграции». Статус: «Активна» / «Требует настройки».","Технические сервисы","well_known_question"
"Почему ДИС не отображается в Confluence?","1. Зайдите в «Финмаркет». 2. Профиль → «Настройки уведомлений». 3. Укажите корпоративный email.","Технические сервисы","well_known_question"
"Как исправить проблему с налоговый вычет?","1. Откройте карточку клиента в CRM. 2. Нажмите «Создать коммерческое предложение». 3. Выберите продукт «ИИС тип А». 4. Нажмите «Отправить в Финмаркет».","Документы","well_known_question"
"Почему не загружается ИнвестПро?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Как исправить проблему с валютные инструменты?","В CRM → «Клиент-юрлицо» → вкладка «Интеграции». Статус: «Активна» / «Требует настройки».","Технические сервисы","well_known_question"
"Почему Торговец не отображается в налоговый вычет?","Все звонки фиксируются в **Системе записи разговоров (СЗР)**. Номер сессии можно найти в CRM → «История взаимодействий». Для отчёта укажите ID сессии и время.","Compliance","well_known_question"
"Где найти информацию по налоговый вычет?","В Confluence → СберИнвестиции → Research_Vendors. Обновляется ежеквартально.","Аналитика","well_known_question"
"Как проверить статус биржевые фонды?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Как обновить акции?","В Confluence → СберИнвестиции → Compliance → Cold_Call_Policy_2025.","Compliance","well_known_question"
"Можно ли использовать ИИС без дивиденды?","Убедитесь, что вы подключены к корпоративной сети или VPN. Сбросьте токен в [портале безопасности](https://security.sberbank.ru).","Авторизация","well_known_question"
"Можно ли использовать акции без дивиденды?","1. Откройте портфель. 2. Нажмите «+ Клиент». 3. Введите ID клиента из CRM. Доступно только с ролью «Portfolio_Manager».","Аналитика","well_known_question"
"Почему не загружается ИИС?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Как проверить статус Финмаркет?","1. Откройте карточку клиента в CRM. 2. Нажмите «Создать коммерческое предложение». 3. Выберите продукт «ИИС тип А». 4. Нажмите «Отправить в Финмаркет».","Документы","well_known_question"
"Как обновить Confluence?","В CRM → «Сделка» → статус «Compliance Check». Зелёный — одобрено.","Compliance","well_known_question"
"Как обновить дивиденды?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Почему не загружается ETF?","В Confluence → СберИнвестиции → Compliance → Cold_Call_Policy_2025.","Compliance","well_known_question"
"Почему не загружается ИнвестПро?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
"Как проверить статус ИИС?","Маржинальная торговля требует отдельного согласия клиента и прохождения теста. Проверьте статус в CRM → «Услуги клиента».","Торговля","well_known_question"
"Почему не загружается SberOTP?","В CRM → «Коммуникации» → флаг «ESG_Subscribed». При отсутствии — отправьте приглашение.","HR","well_known_question"
"Как настроить CRM?","В CRM: «Портфель» → «Сформировать отчёт» → выберите шаблон → «Отправить клиенту».","Документы","well_known_question"
"Где найти информацию по валютные инструменты?","1. Откройте портфель. 2. Нажмите «+ Клиент». 3. Введите ID клиента из CRM. Доступно только с ролью «Portfolio_Manager».","Аналитика","well_known_question"
"Как исправить проблему с SharePoint?","Шаблоны хранятся в **SharePoint → Департамент Инвестиций → Отчётность → Шаблоны 2024**. Доступ требует роли «Invest_Analyst».","Документы","well_known_question"
"Что делать, если не работает SharePoint?","1. Нажмите «Новый клиент – Юрлицо». 2. Выберите «Открытие счёта». 3. Загрузите учредительные документы. 4. Система автоматически сформирует пакет на подпись через DocFlow.","Документы","well_known_question"
"Что делать, если не работает ETF?","1. Авторизуйтесь в боте **@Invest_Alert**. 2. Введите /subscribe. 3. Подтвердите роль «Invest_Advisor».","Технические сервисы","well_known_question"
"Почему SharePoint не отображается в ИнвестПро?","Все звонки фиксируются в **Системе записи разговоров (СЗР)**. Номер сессии можно найти в CRM → «История взаимодействий». Для отчёта укажите ID сессии и время.","Compliance","well_known_question"
"Как настроить деривативы?","Все звонки фиксируются в **Системе записи разговоров (СЗР)**. Номер сессии можно найти в CRM → «История взаимодействий». Для отчёта укажите ID сессии и время.","Compliance","well_known_question"
"Можно ли использовать робо-советник без робо-советник?","Нет. На 2025 год все ETF с крипто-экспозицией внесены в **чёрный список** Департамента Рисков.","Compliance","well_known_question"
"Почему не загружается маржинальная торговля?","Маржинальная торговля требует отдельного согласия клиента и прохождения теста. Проверьте статус в CRM → «Услуги клиента».","Торговля","well_known_question"
"Можно ли использовать CRM без маржинальная торговля?","Расписание — в **SberUniversity → События → Инвестиции**. Все вебинары записываются и доступны в течение 30 дней.","HR","well_known_question"
"Как проверить статус портфель?","ОФЗ доступны только после прохождения анкеты «Гособлигации». Запустите её в CRM.","Торговля","well_known_question"
"Как обновить профиль риска?","Статус отображается в CRM → «Заявки клиента» → фильтр по типу «ИИС». Обычно обработка занимает до 2 рабочих дней.","Документы","well_known_question"
"Можно ли использовать SberOTP без опционы?","Обновлённый список публикуется еженедельно в **Confluence → Департамент Рисков → Инвест-ограничения**.","Compliance","well_known_question"
"Как исправить проблему с СЗР?","В CRM → «Сделка» → статус «Compliance Check». Зелёный — одобрено.","Compliance","well_known_question"
"Почему не загружается СЗР?","Предложение можно отменить, пока клиент не открыл его. В CRM: «Мои предложения» → «Отменить».","Документы","well_known_question"
"Как проверить статус биржевые фонды?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Как исправить проблему с маржинальная торговля?","1. Откройте карточку клиента. 2. Нажмите «Профиль риска». 3. Запустите анкету повторной оценки. 4. Подтвердите результаты. Требуется согласие клиента.","Compliance","well_known_question"
"Можно ли использовать валютные инструменты без биржевые фонды?","1. Откройте карточку клиента. 2. Нажмите «Профиль риска». 3. Запустите анкету повторной оценки. 4. Подтвердите результаты. Требуется согласие клиента.","Compliance","well_known_question"
"Что делать, если не работает робо-советник?","В Confluence → СберИнвестиции → Compliance → Cold_Call_Policy_2025.","Compliance","well_known_question"
"Где найти информацию по дивиденды?","Черновики хранятся 30 дней в «Корзине предложений». Восстановите через CRM → «Мои черновики» → «Архив».","Документы","well_known_question"
"Как проверить статус налоговый вычет?","Статус отображается в CRM → «Заявки клиента» → фильтр по типу «ИИС». Обычно обработка занимает до 2 рабочих дней.","Документы","well_known_question"
"Почему в ИнвестПро ошибка?","Обновлённый список публикуется еженедельно в **Confluence → Департамент Рисков → Инвест-ограничения**.","Compliance","well_known_question"
"Можно ли использовать ДИС без профиль риска?","Попросите клиента: 1) Обновить приложение, 2) Перезагрузить устройство, 3) Убедиться, что включён доступ к биометрии.","Технические сервисы","well_known_question"
"Как обновить Финмаркет?","Отчёт считает активность по сделкам, а не по входам. Клиент без сделок 90+ дней считается неактивным.","Отчётность","well_known_question"
"Как обновить профиль риска?","1. Откройте карточку клиента. 2. Нажмите «Профиль риска». 3. Запустите анкету повторной оценки. 4. Подтвердите результаты. Требуется согласие клиента.","Compliance","well_known_question"
"Как исправить проблему с профиль риска?","1. Откройте карточку клиента. 2. Нажмите «Профиль риска». 3. Запустите анкету повторной оценки. 4. Подтвердите результаты. Требуется согласие клиента.","Compliance","well_known_question"
"Как обновить портфель?","В CRM: «Аналитика → Робо-советник → Экспорт клиентов».","Аналитика","well_known_question"
"Почему дивиденды не отображается в ДИС?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Как проверить статус ИИС?","В CRM → «Клиент-юрлицо» → вкладка «Интеграции». Статус: «Активна» / «Требует настройки».","Технические сервисы","well_known_question"
"Что делать, если не работает налоговый вычет?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Как проверить статус деривативы?","Откройте приложение **SberOTP**, нажмите «Восстановить аккаунт» и следуйте инструкциям. Потребуется код из SMS и ваш корпоративный email.","Авторизация","well_known_question"
"Как исправить проблему с ИнвестПро?","В CRM: «Аналитика → Отчёты → ИИС → Экспорт (XLSX)». Доступно только с ролью «Invest_Manager».","Документы","well_known_question"
"Почему не загружается ETF?","1. Нажмите «Новый клиент – Юрлицо». 2. Выберите «Открытие счёта». 3. Загрузите учредительные документы. 4. Система автоматически сформирует пакет на подпись через DocFlow.","Документы","well_known_question"
"Как исправить проблему с СЗР?","Статус отображается в CRM → «Заявки клиента» → фильтр по типу «ИИС». Обычно обработка занимает до 2 рабочих дней.","Документы","well_known_question"
"Как исправить проблему с валютные инструменты?","Маржинальная торговля требует отдельного согласия клиента и прохождения теста. Проверьте статус в CRM → «Услуги клиента».","Торговля","well_known_question"
"Как настроить валютные инструменты?","В CRM → «Клиент-юрлицо» → вкладка «Интеграции». Статус: «Активна» / «Требует настройки».","Технические сервисы","well_known_question"
"Где найти информацию по акции?","Нет. На 2025 год все ETF с крипто-экспозицией внесены в **чёрный список** Департамента Рисков.","Compliance","well_known_question"
"Как обновить биржевые фонды?","Черновики хранятся 30 дней в «Корзине предложений». Восстановите через CRM → «Мои черновики» → «Архив».","Документы","well_known_question"
"Где найти информацию по облигации?","В CRM: «Аналитика → Отчёты → ИИС → Экспорт (XLSX)». Доступно только с ролью «Invest_Manager».","Документы","well_known_question"
"Почему не загружается дивиденды?","В CRM → «Коммуникации» → флаг «ESG_Subscribed». При отсутствии — отправьте приглашение.","HR","well_known_question"
"Как обновить ДИС?","В SharePoint → СберИнвестиции → Шаблоны → VIP_Onboarding_2025.docx.","HR","well_known_question"
"Что делать, если не работает акции?","Маржинальная торговля требует отдельного согласия клиента и прохождения теста. Проверьте статус в CRM → «Услуги клиента».","Торговля","well_known_question"
"Как проверить статус опционы?","1. Зайдите в «Финмаркет». 2. Профиль → «Настройки уведомлений». 3. Укажите корпоративный email.","Технические сервисы","well_known_question"
"Что делать, если не работает ОФЗ?","Черновики хранятся 30 дней в «Корзине предложений». Восстановите через CRM → «Мои черновики» → «Архив».","Документы","well_known_question"
"Как настроить CRM?","1. Зайдите в «Финмаркет». 2. Профиль → «Настройки уведомлений». 3. Укажите корпоративный email.","Технические сервисы","well_known_question"
"Как проверить статус ДИС?","Отчёт считает активность по сделкам, а не по входам. Клиент без сделок 90+ дней считается неактивным.","Отчётность","well_known_question"
"Почему не загружается ETF?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
"Можно ли использовать DocFlow без SharePoint?","Убедитесь, что вы подключены к корпоративной сети или VPN. Сбросьте токен в [портале безопасности](https://security.sberbank.ru).","Авторизация","well_known_question"
"Как исправить проблему с ДИС?","В CRM: «Аналитика → Робо-советник → Экспорт клиентов».","Аналитика","well_known_question"
"Как исправить проблему с CRM?","В CRM → «Профиль клиента» → вкладка «Разрешения». Ищите статус «Derivatives_Approved».","Compliance","well_known_question"
"Как обновить профиль риска?","Инструкции в **Confluence → СберИнвестиции → Инструменты → Инвест-аналитика**. Требуется роль «Invest_Analyst» или выше.","Документы","well_known_question"
"Можно ли использовать валютные инструменты без облигации?","В Confluence → СберИнвестиции → Compliance → Cold_Call_Policy_2025.","Compliance","well_known_question"
"Можно ли использовать ИнвестПро без Торговец?","В CRM → «Профиль клиента» → вкладка «Разрешения». Ищите статус «Derivatives_Approved».","Compliance","well_known_question"
"Можно ли использовать СЗР без Финмаркет?","В CRM: «Аналитика → Отчёты → ИИС → Экспорт (XLSX)». Доступно только с ролью «Invest_Manager».","Документы","well_known_question"
"Почему в Confluence ошибка?","ОФЗ доступны только после прохождения анкеты «Гособлигации». Запустите её в CRM.","Торговля","well_known_question"
"Как исправить проблему с налоговый вычет?","1. Нажмите «Новый клиент – Юрлицо». 2. Выберите «Открытие счёта». 3. Загрузите учредительные документы. 4. Система автоматически сформирует пакет на подпись через DocFlow.","Документы","well_known_question"
"Как проверить статус ИИС?","Откройте приложение **SberOTP**, нажмите «Восстановить аккаунт» и следуйте инструкциям. Потребуется код из SMS и ваш корпоративный email.","Авторизация","well_known_question"
"Где найти информацию по ОФЗ?","ОФЗ доступны только после прохождения анкеты «Гособлигации». Запустите её в CRM.","Торговля","well_known_question"
"Почему не загружается Power BI?","В CRM: «Портфель» → «Сформировать отчёт» → выберите шаблон → «Отправить клиенту».","Документы","well_known_question"
"Что делать, если не работает опционы?","В CRM: «Аналитика → Compliance → Просроченные KYC». Фильтр обновляется ежедневно.","Compliance","well_known_question"
"Почему не загружается деривативы?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Почему в валютные инструменты ошибка?","Все звонки фиксируются в **Системе записи разговоров (СЗР)**. Номер сессии можно найти в CRM → «История взаимодействий». Для отчёта укажите ID сессии и время.","Compliance","well_known_question"
"Почему ДИС не отображается в налоговый вычет?","Откройте приложение **SberOTP**, нажмите «Восстановить аккаунт» и следуйте инструкциям. Потребуется код из SMS и ваш корпоративный email.","Авторизация","well_known_question"
"Как проверить статус Финмаркет?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
"Почему не загружается KYC?","Расписание — в **SberUniversity → События → Инвестиции**. Все вебинары записываются и доступны в течение 30 дней.","HR","well_known_question"
"Почему в облигации ошибка?","1. Выберите сегмент в CRM. 2. Нажмите «Массовые коммуникации». 3. Выберите шаблон «ИИС_налог_2025». 4. Запустите рассылку.","HR","well_known_question"
"Можно ли использовать Power BI без Power BI?","В CRM: «Портфель» → «Сформировать отчёт» → выберите шаблон → «Отправить клиенту».","Документы","well_known_question"
"Что делать, если не работает валютные инструменты?","Попросите клиента: 1) Обновить приложение, 2) Перезагрузить устройство, 3) Убедиться, что включён доступ к биометрии.","Технические сервисы","well_known_question"
"Почему в дивиденды ошибка?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Почему не загружается ДИС?","В CRM → «Коммуникации» → флаг «ESG_Subscribed». При отсутствии — отправьте приглашение.","HR","well_known_question"
"Что делать, если не работает CRM?","Расписание — в **SberUniversity → События → Инвестиции**. Все вебинары записываются и доступны в течение 30 дней.","HR","well_known_question"
"Как настроить опционы?","Шаблоны хранятся в **SharePoint → Департамент Инвестиций → Отчётность → Шаблоны 2024**. Доступ требует роли «Invest_Analyst».","Документы","well_known_question"
"Как проверить статус опционы?","ОФЗ доступны только после прохождения анкеты «Гособлигации». Запустите её в CRM.","Торговля","well_known_question"
"Можно ли использовать биржевые фонды без налоговый вычет?","1. Получите скан нового паспорта. 2. Загрузите в CRM через форму «Обновление KYC». 3. Запустите верификацию.","Compliance","well_known_question"
"Почему ОФЗ не отображается в CRM?","В CRM: «Портфель» → «Сформировать отчёт» → выберите шаблон → «Отправить клиенту».","Документы","well_known_question"
"Где найти информацию по СЗР?","1. Зайдите в «Финмаркет». 2. Профиль → «Настройки уведомлений». 3. Укажите корпоративный email.","Технические сервисы","well_known_question"
"Как исправить проблему с портфель?","В CRM → «Сделка» → статус «Compliance Check». Зелёный — одобрено.","Compliance","well_known_question"
"Можно ли использовать дивиденды без SberOTP?","В CRM: «Сделки» → «Экспорт» → выберите период → формат CSV.","Документы","well_known_question"
"Где найти информацию по ETF?","Клиент должен пройти eKYC в мобильном приложении. Отправьте ему push-уведомление через CRM или SMS-шаблон.","Compliance","well_known_question"
"Почему не загружается опционы?","Статус отображается в CRM → «Заявки клиента» → фильтр по типу «ИИС». Обычно обработка занимает до 2 рабочих дней.","Документы","well_known_question"
"Почему не загружается опционы?","В Confluence → СберИнвестиции → Research_Vendors. Обновляется ежеквартально.","Аналитика","well_known_question"
"Как настроить СЗР?","В CRM: «Портфель» → «Сформировать отчёт» → выберите шаблон → «Отправить клиенту».","Документы","well_known_question"
"Как проверить статус СЗР?","1. Получите скан нового паспорта. 2. Загрузите в CRM через форму «Обновление KYC». 3. Запустите верификацию.","Compliance","well_known_question"
"Как проверить статус ОФЗ?","Попросите клиента: 1) Обновить приложение, 2) Перезагрузить устройство, 3) Убедиться, что включён доступ к биометрии.","Технические сервисы","well_known_question"
"Как проверить статус акции?","Инструкции в **Confluence → СберИнвестиции → Инструменты → Инвест-аналитика**. Требуется роль «Invest_Analyst» или выше.","Документы","well_known_question"
"Что делать, если не работает ИИС?","Обновлённый список публикуется еженедельно в **Confluence → Департамент Рисков → Инвест-ограничения**.","Compliance","well_known_question"
"Почему не загружается SharePoint?","Нет. На 2025 год все ETF с крипто-экспозицией внесены в **чёрный список** Департамента Рисков.","Compliance","well_known_question"
"Как проверить статус DocFlow?","В CRM → «Клиент-юрлицо» → вкладка «Интеграции». Статус: «Активна» / «Требует настройки».","Технические сервисы","well_known_question"
"Почему Confluence не отображается в робо-советник?","В CRM: «Аналитика → Отчёты → ИИС → Экспорт (XLSX)». Доступно только с ролью «Invest_Manager».","Документы","well_known_question"
"Где найти информацию по Power BI?","Убедитесь, что вы подключены к корпоративной сети или VPN. Сбросьте токен в [портале безопасности](https://security.sberbank.ru).","Авторизация","well_known_question"
"Как настроить KYC?","В CRM: «Сделки» → «Экспорт» → выберите период → формат CSV.","Документы","well_known_question"
"Как обновить ОФЗ?","В CRM → «Коммуникации» → флаг «ESG_Subscribed». При отсутствии — отправьте приглашение.","HR","well_known_question"
"Как обновить акции?","Инструкции в **Confluence → СберИнвестиции → Инструменты → Инвест-аналитика**. Требуется роль «Invest_Analyst» или выше.","Документы","well_known_question"
"Почему не загружается биржевые фонды?","Отчёт считает активность по сделкам, а не по входам. Клиент без сделок 90+ дней считается неактивным.","Отчётность","well_known_question"
"Можно ли использовать валютные инструменты без KYC?","В CRM: «Сделки» → «Экспорт» → выберите период → формат CSV.","Документы","well_known_question"
"Почему не загружается СЗР?","В CRM → «Счёт» → «История условий». Архив доступен за последние 2 года.","Документы","well_known_question"
"Как исправить проблему с ИнвестПро?","1. Получите скан нового паспорта. 2. Загрузите в CRM через форму «Обновление KYC». 3. Запустите верификацию.","Compliance","well_known_question"
"Как исправить проблему с деривативы?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Что делать, если не работает налоговый вычет?","В CRM → «Коммуникации» → флаг «ESG_Subscribed». При отсутствии — отправьте приглашение.","HR","well_known_question"
"Как обновить Финмаркет?","В CRM: «Аналитика → Отчёты → ИИС → Экспорт (XLSX)». Доступно только с ролью «Invest_Manager».","Документы","well_known_question"
"Можно ли использовать DocFlow без профиль риска?","В CRM: «Аналитика → Compliance → Просроченные KYC». Фильтр обновляется ежедневно.","Compliance","well_known_question"
"Где найти информацию по акции?","1. Откройте портфель. 2. Нажмите «+ Клиент». 3. Введите ID клиента из CRM. Доступно только с ролью «Portfolio_Manager».","Аналитика","well_known_question"
"Как настроить ETF?","1. Авторизуйтесь в боте **@Invest_Alert**. 2. Введите /subscribe. 3. Подтвердите роль «Invest_Advisor».","Технические сервисы","well_known_question"
"Как исправить проблему с портфель?","В CRM → «Сделка» → статус «Compliance Check». Зелёный — одобрено.","Compliance","well_known_question"
"Как исправить проблему с акции?","Обновлённый список публикуется еженедельно в **Confluence → Департамент Рисков → Инвест-ограничения**.","Compliance","well_known_question"
"Почему в облигации ошибка?","Нет. На 2025 год все ETF с крипто-экспозицией внесены в **чёрный список** Департамента Рисков.","Compliance","well_known_question"
"Почему СЗР не отображается в СЗР?","Клиент должен пройти eKYC в мобильном приложении. Отправьте ему push-уведомление через CRM или SMS-шаблон.","Compliance","well_known_question"
"Почему в Финмаркет ошибка?","Попросите клиента: 1) Обновить приложение, 2) Перезагрузить устройство, 3) Убедиться, что включён доступ к биометрии.","Технические сервисы","well_known_question"
"Как исправить проблему с налоговый вычет?","В CRM: «Аналитика → Compliance → Просроченные KYC». Фильтр обновляется ежедневно.","Compliance","well_known_question"
"Почему в SberOTP ошибка?","Через **SberUniversity → Каталог → Инвестиции → «ИИС: продвинутый уровень»**. Запись открыта раз в квартал.","HR","well_known_question"
"Где найти информацию по робо-советник?","В CRM → «Профиль клиента» → вкладка «Разрешения». Ищите статус «Derivatives_Approved».","Compliance","well_known_question"
"Как настроить биржевые фонды?","В Confluence → СберИнвестиции → Research_Vendors. Обновляется ежеквартально.","Аналитика","well_known_question"
"Как обновить DocFlow?","В CRM → «Профиль клиента» → вкладка «Разрешения». Ищите статус «Derivatives_Approved».","Compliance","well_known_question"
"Можно ли использовать биржевые фонды без SharePoint?","Все звонки фиксируются в **Системе записи разговоров (СЗР)**. Номер сессии можно найти в CRM → «История взаимодействий». Для отчёта укажите ID сессии и время.","Compliance","well_known_question"
"Почему не загружается Финмаркет?","1. Получите скан нового паспорта. 2. Загрузите в CRM через форму «Обновление KYC». 3. Запустите верификацию.","Compliance","well_known_question"
"Почему в облигации ошибка?","1. Авторизуйтесь в боте **@Invest_Alert**. 2. Введите /subscribe. 3. Подтвердите роль «Invest_Advisor».","Технические сервисы","well_known_question"
"Как проверить статус ДИС?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
"Почему SberOTP не отображается в валютные инструменты?","Откройте приложение **SberOTP**, нажмите «Восстановить аккаунт» и следуйте инструкциям. Потребуется код из SMS и ваш корпоративный email.","Авторизация","well_known_question"
"Что делать, если не работает деривативы?","Клиент должен пройти eKYC в мобильном приложении. Отправьте ему push-уведомление через CRM или SMS-шаблон.","Compliance","well_known_question"
"Как исправить проблему с ETF?","Шаблоны хранятся в **SharePoint → Департамент Инвестиций → Отчётность → Шаблоны 2024**. Доступ требует роли «Invest_Analyst».","Документы","well_known_question"
"Как проверить статус KYC?","1. Зайдите в «Финмаркет». 2. Профиль → «Настройки уведомлений». 3. Укажите корпоративный email.","Технические сервисы","well_known_question"
"Почему не загружается деривативы?","1. Откройте карточку клиента. 2. Нажмите «Профиль риска». 3. Запустите анкету повторной оценки. 4. Подтвердите результаты. Требуется согласие клиента.","Compliance","well_known_question"
"Что делать, если не работает робо-советник?","1. Авторизуйтесь в боте **@Invest_Alert**. 2. Введите /subscribe. 3. Подтвердите роль «Invest_Advisor».","Технические сервисы","well_known_question"
"Как проверить статус валютные инструменты?","Попросите клиента: 1) Обновить приложение, 2) Перезагрузить устройство, 3) Убедиться, что включён доступ к биометрии.","Технические сервисы","well_known_question"
"Почему не загружается ИИС?","Отчёт считает активность по сделкам, а не по входам. Клиент без сделок 90+ дней считается неактивным.","Отчётность","well_known_question"
"Где найти информацию по биржевые фонды?","В SharePoint → СберИнвестиции → Шаблоны → VIP_Onboarding_2025.docx.","HR","well_known_question"
"Как исправить проблему с налоговый вычет?","Зайдите в **People.sberbank.ru** → введите фамилию. Фильтр по подразделению доступен после авторизации.","HR","well_known_question"
"Как проверить статус профиль риска?","1. Получите скан нового паспорта. 2. Загрузите в CRM через форму «Обновление KYC». 3. Запустите верификацию.","Compliance","well_known_question"
"Почему опционы не отображается в ИнвестПро?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
"Почему не загружается ETF?","Статус отображается в CRM → «Заявки клиента» → фильтр по типу «ИИС». Обычно обработка занимает до 2 рабочих дней.","Документы","well_known_question"
"Как проверить статус маржинальная торговля?","Шаблоны хранятся в **SharePoint → Департамент Инвестиций → Отчётность → Шаблоны 2024**. Доступ требует роли «Invest_Analyst».","Документы","well_known_question"
"Что делать, если не работает профиль риска?","1. Нажмите «Новый клиент – Юрлицо». 2. Выберите «Открытие счёта». 3. Загрузите учредительные документы. 4. Система автоматически сформирует пакет на подпись через DocFlow.","Документы","well_known_question"
"Почему SharePoint не отображается в СЗР?","В CRM → «Портфель» → вкладка «История». Доступен фильтр по дате и типу операции.","Аналитика","well_known_question"
